,unnamed: 0,unnamed: 0,mth_day,world war ii,world war ii_norm,world war ii_ravg
50,50,50,02-20,2.4358986811780383,0.8457680017427255,0.5650328758173471
51,51,51,02-21,1.835858997589824,-0.5700569118652071,0.6211675730115137
52,52,52,02-22,3.006294417841556,2.191646477237311,0.2233190085270663
53,53,53,02-23,2.0119949409610336,-0.15445497148098822,0.4461139601836713
54,54,54,02-24,1.8777704211643231,-0.4711647230907843,0.226730002536517
55,55,55,02-25,2.4313121695916675,0.8349458885589731,0.3928033317200869
56,56,56,02-26,1.8780369882566696,-0.4705357441402001,0.004952138108745692
57,57,57,02-27,2.2581594682397377,0.4263830632362121,-0.23084447492784896
58,58,58,02-28,2.020044895360108,-0.13546068443073606,-0.29274858299743617
59,59,59,02-29,1.4123982377905828,-1.5692346497005565,-0.7596505071489891
60,60,60,03-01,1.7203572224197283,-0.8425893715083072,-0.6538878465988671
61,61,61,03-02,1.2440480659221065,-1.966465656350344,-0.8210520760363852
62,62,62,03-03,2.146976146320602,0.16404021916053155,-0.9935870205182644
63,63,63,03-04,1.8330849959308029,-0.5766023133888963,-1.0298740868438665
64,64,64,03-05,1.5813134710161272,-1.1706703513220122,-0.9561701719056932
65,65,65,03-06,1.3201254733247858,-1.7869570476541683,-0.9444386126663904
66,66,66,03-07,1.9077756244000208,-0.4003658818792679,-1.1499866845695992
67,67,67,03-08,1.2738797253015532,-1.896076300914526,-1.0000502207244035
68,68,68,03-09,1.6242971109051116,-1.0692482122587224,-0.7499618314189087
69,69,69,03-10,2.2143517505667667,0.3230164696822768,-0.5402011822118111
70,70,70,03-11,2.2172520953996377,0.32985998451095755,-0.5294530513482006
71,71,71,03-12,1.8535164839070704,-0.5283931524115824,-0.2541204155209747
72,72,72,03-13,1.9351065675720724,-0.3358770966976056,-0.08227355649069486
73,73,73,03-14,1.97401081960024,-0.24408048595117024,-0.13182140694296546
74,74,74,03-15,2.0612788334066208,-0.038167058077043264,-0.12774288649927046
75,75,75,03-16,2.088358728878396,0.025729366968653203,-0.4030085636706286
76,76,76,03-17,2.2276231833485274,0.3543311071731277,-0.3324145643741507
77,77,77,03-18,1.1535556557915576,-2.179987215439731,-0.44394038084818793
78,78,78,03-19,2.1146169036056786,0.08768689908126218,-0.3975849809520929
79,79,79,03-20,1.6904167890708552,-0.9132353847953943,-0.35698401526788265
80,80,80,03-21,2.179153914790988,0.2399653412995273,-0.41346962075795934
81,81,81,03-22,2.191601115850303,0.26933516107391475,-0.1007474092883857
82,82,82,03-23,2.0839884534333,0.015417474232667773,-0.16644507403914702
83,83,83,03-24,1.9487630363836967,-0.30365394662228923,-0.03946434033520315
84,84,84,03-25,1.9475572385695208,-0.3064990894233058,-0.09577486322237494
85,85,85,03-26,2.0133104401481647,-0.15135098257173124,-0.013893456358051578
86,86,86,03-27,2.035964394627216,-0.09789779602350347,-0.08952428073750318
87,87,87,03-28,2.3998136977637983,0.7606236022598549,0.07685770852569125
88,88,88,03-29,1.89167019927354,-0.4383674720440418,0.13186398556073656
89,89,89,03-30,2.3718483850000918,0.6946379889568773,-0.025661759247575255
90,90,90,03-31,2.087430250056649,0.0235385727869662,0.07386682595212572
91,91,91,04-01,1.6127452410336431,-1.0965054514216022,-0.0328731589903448
92,92,92,04-02,2.28905120019426,0.4992737151747024,-0.02731670228938269
93,93,93,04-03,2.1283893450398,0.12018369260503185,-0.09414280850687323
94,94,94,04-04,1.9057994654928518,-0.4050287318382692,0.14680442879218628
95,95,95,04-05,2.2019192564272942,0.2936813516519341,0.2905166637186682
96,96,96,04-06,2.7001242462173285,1.4692219965813234,0.32212553376193825
97,97,97,04-07,1.9781846812252741,-0.23423204186271065,0.15509030288932474
98,98,98,04-08,2.369427987735082,0.6889269354343225,0.21627319385243204
99,99,99,04-09,1.7036428974350126,-0.8820276926306491,0.04295044000611372
100,100,100,04-10,2.061378713385708,-0.03793138605962538,-0.31474118274539786
101,101,101,04-11,1.7611845467453215,-0.7462551714259759,-0.2626606494865397
102,102,102,04-12,1.790566152945607,-0.6769277399277459,-0.2455885175225533
103,103,103,04-13,2.110617949198144,0.0782511576904382,0.14396312784478213
104,104,104,04-14,2.412839951587627,0.791359727218241,0.4470957169804837
105,105,105,04-15,2.6942164229361154,1.4552821795733637,0.5593819566864594
106,106,106,04-16,2.8322010705375535,1.7808641487545842,0.8014259834377517
107,107,107,04-17,2.0467122236363418,-0.0725377331901221,0.8825798832630203
108,108,108,04-18,2.4060491261452768,0.7753364205800086,0.7939458467813857
109,109,109,04-19,2.316980585870555,0.5651745566420494,0.5955220519162171
110,110,110,04-20,2.1874564086322,0.2595555083284332,0.2530084198527522
111,111,111,04-21,2.1896533942328125,0.26473941038235155,0.3308580315149813
112,112,112,04-22,1.9612384136468133,-0.27421764362620465,0.2375648879026725
113,113,113,04-23,2.2446725331363275,0.3945599367832527,-0.027475418504526467
114,114,114,04-24,2.1688181472182544,0.2155775589061558,-0.1970421336885345
115,115,115,04-25,1.64302139755779,-1.0250672818011444,-0.3145973233633513
116,116,116,04-26,1.7562727623429504,-0.7578447827756152,-0.26436344432838643
117,117,117,04-27,1.8907275391839191,-0.44059172766654864,-0.3016088987068238
118,118,118,04-28,2.088975906857344,0.027185630583584332,-0.23314013983229265
119,119,119,04-29,2.149962726384648,0.1710872105126286,-0.250071602810099
120,120,120,04-30,2.342924304056775,0.6263901121533424,-0.16313622826498067
121,121,121,05-01,1.5999671346037685,-1.1266560596679824,0.14403737827922514
122,122,122,05-02,1.9773368535309417,-0.2362325355049052,0.4590097831311439
123,123,123,05-03,2.6718256194871293,1.4024499115986864,0.5090061163133638
124,124,124,05-04,2.8899052039612387,1.9170200596950968,0.3490220769204516
125,125,125,05-05,2.2770961748282783,0.4710652096059481,0.7799760583369869
126,126,126,05-06,1.9361080171536451,-0.3335141242041309,1.037826924721329
127,127,127,05-07,2.6958208160789634,1.4590678288312298,0.7638930022310643
128,128,128,05-08,2.63301433508027,1.3108726628011471,0.2918440090621509
129,129,129,05-09,1.9752512510239928,-0.2411536233429025,0.08566439938600158
130,130,130,05-10,1.689552847775849,-0.9152738993183838,0.2803842009568335
131,131,131,05-11,1.7528112301433283,-0.7660124484509474,0.03878572065978129
132,132,132,05-12,2.4312523263119594,0.8348046852208605,-0.27399993290901364
133,133,133,05-13,2.081470803109856,0.009476947048916644,-0.242904804275244
134,134,134,05-14,1.8376456304002,-0.5658412586116224,0.1169936186942681
135,135,135,05-15,2.054321668420428,-0.054582851540284735,0.2021671101486764
136,136,136,05-16,2.6047225150147653,1.2441166384986888,0.18942478335826385
137,137,137,05-17,1.969395107307221,-0.25497149972449745,0.30175540596453915
138,138,138,05-18,2.398850431153838,0.758350724478385,0.4667371358223922
139,139,139,05-19,2.3671113393009082,0.6834606826865686,0.5645915708403629
140,140,140,05-20,2.2571703217526333,0.4240491205354959,0.41442550440677295
141,141,141,05-21,2.3031513520693467,0.5325437585675393,0.4280223553534229
142,142,142,05-22,2.222871914184966,0.3431202398971496,0.2644070998311999
143,143,143,05-23,2.00396993387543,-0.17339039404459838,-0.01380670151348732
144,144,144,05-24,1.9828004865166324,-0.22334080865495293,-0.1549442862363244
145,145,145,05-25,1.6596538575562312,-0.9858221253815548,-0.4540655997221593
146,146,146,05-26,1.89827784486994,-0.4227763878015266,-0.4920651386448656
147,147,147,05-27,1.5425290890757442,-1.26218412234747,-0.5382149052695164
148,148,148,05-28,2.1262445794381524,0.11512300636091186,-0.20777624685987425
149,149,149,05-29,1.8866177481765969,-0.4502889937925035,0.3102992731148133
150,150,150,05-30,2.823058230811456,1.7592911418029002,0.5480975890933474
151,151,151,05-31,2.977045018395043,2.1226309944665704,0.7899911596503131
152,152,152,06-01,2.502964589280836,1.004013508069678,0.9486352757190047
153,153,153,06-02,2.1576294739212893,0.18917730099432373,0.9925219461236908
154,154,154,06-03,2.529653635010189,1.066987702773061,0.6982443050341672
155,155,155,06-04,1.9982152073126795,-0.18696897136438595,0.4625346822827162
156,156,156,06-05,2.0747527265815378,-0.006374704734242726,0.3460792664632766
157,157,157,06-06,2.377669518945495,0.7083732579578635,0.2811248734574976
158,158,158,06-07,2.2068353001767416,0.3052810131530401,0.20519567394336968
159,159,159,06-08,1.992459841494641,-0.2005490570403501,0.30004168911474755
160,160,160,06-09,2.3365766560122903,0.6114125056882936,0.320243015327349
161,161,161,06-10,2.2393949141509064,0.3821071196638814,0.2769519731729426
162,162,162,06-11,2.126121779091494,0.11483325254136605,0.34804997365568324
163,163,163,06-12,2.267586656353373,0.448627005031425,0.4356544877174157
164,164,164,06-13,2.387627238374965,0.7318690160494838,0.1877078179702377
165,165,165,06-14,2.215225457751021,0.32507802733004426,0.28454416231879515
166,166,166,06-15,1.7060841148856376,-0.8762675127947746,0.4391806343309661
167,167,167,06-16,2.4856357403898417,0.9631251857552264,0.2936045647201405
168,168,168,06-17,2.51933997512223,1.0426520846143914,0.0069994796263391605
169,169,169,06-18,1.8974077539718688,-0.4248294126335283,-0.2041497140207178
170,170,170,06-19,1.658831934994336,-0.9877614945133244,-0.02274287651890387
171,171,171,06-20,1.6783035793683745,-0.9418171345522974,0.09706365056908944
172,172,172,06-21,2.1673754807704584,0.21217351221610892,-0.05420830404002944
173,173,173,06-22,2.7902864210555283,1.681964348283186,0.09911525021585328
174,174,174,06-23,2.134677260515294,0.1350203569596782,0.5058970790704934
175,175,175,06-24,2.2872873899271804,0.4951119129017682,0.7464981850378701
176,176,176,06-25,2.693219326525849,1.4529294786145168,0.7615038031389836
177,177,177,06-26,2.290117413584959,0.5017895012519625,0.7404851764316116
178,178,178,06-27,2.205532598578873,0.3022072208227899,0.8877828807023774
179,179,179,06-28,2.7368390915260123,1.5558525880389542,0.8984808426707162
180,180,180,06-29,2.509234030979256,1.0188065825842738,0.919927365954822
181,181,181,06-30,2.3144907608503376,0.5592996847118004,1.0203196628661269
182,182,182,07-01,2.7477547351986717,1.5816086183191511,1.2035529736171855
183,183,183,07-02,2.5454005131873503,1.1041432827197923,1.0340438480022034
184,184,184,07-03,2.671468421924608,1.4016070853291416,0.5913254003935527
185,185,185,07-04,2.305801887186375,0.5387978343490611,0.2738839846609171
186,186,186,07-05,1.383465012500225,-1.6375041030676307,-0.061600020482813024
187,187,187,07-06,1.5072831259658233,-1.3453488096840132,-0.3302605359358312
188,188,188,07-07,1.8946674034506927,-0.4312954125432296,-0.6042670554711024
189,189,189,07-08,1.8622356565627842,-0.5078198099983169,-0.5922565104771013
190,190,190,07-09,1.9747094496697328,-0.2424320318824849,-0.20603921433949954
191,191,191,07-10,2.33634296701336,0.6108611043130677,-0.20577425490683576
192,192,192,07-11,2.365559769881546,0.6797996737579795,-0.22482656175221266
193,193,193,07-12,1.5079568795038965,-1.3437590530880308,-0.27750207161988544
194,194,194,07-13,1.8462201411038552,-0.5456092536154908,-0.2536218825643261
195,195,195,07-14,1.728289449076006,-0.8238728692043534,-0.35621173981554466
196,196,196,07-15,2.0354333186193614,-0.0991508975491289,-0.4217450620871161
197,197,197,07-16,2.0754717891181493,-0.0046780391942434964,-0.12552674693159482
198,198,198,07-17,2.1989180040146943,0.2865997401285508,0.15522174737316327
199,199,199,07-18,2.2611972373643017,0.4335508378450965,0.3414515807587885
200,200,200,07-19,2.560122980662776,1.1388817122130577,0.1276166352883906
201,201,201,07-20,2.201844996341961,0.2935061311093977,0.14031477817657814
202,202,202,07-21,1.4916819615683368,-1.3821605703715163,0.41444621091229344
203,203,203,07-22,2.10776133099958,0.07151081813488183,0.2769723626134253
204,204,204,07-23,2.8959946124824234,1.9313883365428424,0.09191302166116504
205,205,205,07-24,1.9116211126242768,-0.3912922519481121,-0.0655175636992621
206,206,206,07-25,2.0895438264632578,0.028525666499496,0.18639427481771853
207,207,207,07-26,1.8015217739483609,-0.651077381053165,-0.013368515341234366
208,208,208,07-27,2.132257353721857,0.12931046073036753,-0.4580102329619085
209,209,209,07-28,1.5997934308124389,-1.1270659228188356,-0.2713791531781467
210,210,210,07-29,1.7653349963664509,-0.7364619691812021,-0.2147871457550138
211,211,211,07-30,2.386196971481579,0.7284942267544583,-0.26027071249177874
212,212,212,07-31,2.233449121114128,0.3680777110382933,-0.32744508280729345
213,213,213,08-01,1.6858636382669765,-0.9239787814737545,-0.12120709062038425
214,214,214,08-02,1.9614426398884457,-0.2737357611627206,-0.1035792458300594
215,215,215,08-03,2.124226833783212,0.11036203030261957,0.1514714645929813
216,216,216,08-04,1.8101600576095438,-0.6306949004392528,0.24199943082546474
217,217,217,08-05,3.0347540611765136,2.2587984892927024,0.5693785889547215
218,218,218,08-06,2.4636486536633884,0.9112455084331942,0.4709778033961526
219,219,219,08-07,2.5183415155915148,1.0402961673017854,0.579429700392198
220,220,220,08-08,1.7112236657883229,-0.8641404745141337,0.6261442986997023
221,221,221,08-09,2.4000043314070565,0.7610734122788915,0.26396582221254666
222,222,222,08-10,1.9289485286329355,-0.35040731059422703,-0.1171219146534832
223,223,223,08-11,2.1137865474179818,0.08572763036976845,-0.4016872562954121
224,224,224,08-12,1.4945976240453438,-1.3752809127629853,-0.4588923472282176
225,225,225,08-13,1.7947329849694345,-0.667095882549788,-0.7075632085084905
226,226,226,08-14,1.5657593883919685,-1.2073710201109669,-0.7775993609540574
227,227,227,08-15,1.7676702758917295,-0.7309517554027462,-0.6635743492651945
228,228,228,08-16,1.7508567165058981,-0.7706242252676279,-0.5516491308075678
229,229,229,08-17,2.4037356701265584,0.7698777005029454,-0.4031216461078815
230,230,230,08-18,1.7792072760864872,-0.7037296020172258,0.0946492233530882
231,231,231,08-19,2.1724169093026067,0.22406902564833026,0.6753095059668873
232,232,232,08-20,2.831518757958342,1.7792541966548512,0.5611602281675635
233,233,233,08-21,3.244205441658605,2.753009940280049,0.3211315921190779
234,234,234,08-22,1.4605916030407595,-1.4555198920635708,0.29693357060647435
235,235,235,08-23,1.7933775441646893,-0.6702941157879683,0.1412020075770263
236,236,236,08-24,1.7176752051404427,-0.8489177310928472,-0.028853856882195918
237,237,237,08-25,1.7764140551074674,-0.7103203525283579,-0.1555083052263826
238,238,238,08-26,2.3990912757674665,0.7589190098995178,0.09557936265349316
239,239,239,08-27,2.9221414870874654,1.993083250214929,0.12874606269861288
240,240,240,08-28,2.099071248395825,0.051006115215683635,0.06751512495191171
241,241,241,08-29,1.8777156682199767,-0.4712939155172499,0.1332976162150045
242,242,242,08-30,1.5619737812219436,-1.2163033575730542,0.09918321678383267
243,243,243,08-31,1.9436894217030345,-0.3156254049498013,-0.26504873255754796
244,244,244,09-01,2.3123432891609084,0.5542326133124871,-0.25216620451278426
245,245,245,09-02,1.995952288684752,-0.192308445833355,-0.10678497040305723
246,246,246,09-03,2.1318296550780382,0.12830128348426592,-0.12825468104363189
247,247,247,09-04,2.2473991320851487,0.40099348914111227,-0.044208058357318884
248,248,248,09-05,1.507379410453292,-1.345121621416502,0.12713989606262988
249,249,249,09-06,2.157407834475584,0.18865433116807667,0.3586824386387113
250,250,250,09-07,2.7480563693536966,1.5823203398321797,0.3882837027832113
251,251,251,09-08,2.5847315055888385,1.196946809623134,0.05224741932060772
252,252,252,09-09,2.2071013910124524,0.3059088683512652,0.2111878048433813
253,253,253,09-10,1.392907436402657,-1.615224211634509,0.36432081668608896
254,254,254,09-11,1.9115418364220882,-0.3914793082798607,-0.030805037935595043
255,255,255,09-12,2.5468029486165973,1.1074524022243233,-0.3998966341397385
256,256,256,09-13,1.7433084354561053,-0.7884347878979248,-0.3913001096008333
257,257,257,09-14,1.6461849276633198,-1.0176027676017272,-0.3566255519128998
258,258,258,09-15,2.228961110309826,0.3574880155846962,-0.3021566001645497
259,259,259,09-16,1.4810798244867551,-1.4071768655069077,-0.6794675150678877
260,260,260,09-17,2.0500485073741106,-0.06466559778975997,-0.7517854486297887
261,261,261,09-18,1.5873558313199747,-1.156413087195705,-0.5483688297266839
262,262,262,09-19,1.5594143837757022,-1.222342389269331,-0.7333165366990647
263,263,263,09-20,2.163443986195482,0.2028969458169011,-0.5516135352866276
264,264,264,09-21,1.7586658251847431,-0.7521982262495887,-0.5699791937652058
265,265,265,09-22,1.9431242923865748,-0.3169588570322849,-0.6565013470753367
266,266,266,09-23,2.0033472925708216,-0.1748595486612292,-0.5439748994314518
267,267,267,09-24,1.3673425020025114,-1.6755460070564905,-0.6880639394850245
268,268,268,09-25,1.8455528747314,-0.5471837034060214,-0.7270899727913464
269,269,269,09-26,1.7970463850318512,-0.6616372945045355,-0.8244303803595731
270,270,270,09-27,1.6594282635974646,-0.9863544260875198,-0.8873834639526844
271,271,271,09-28,1.6956017062410365,-0.9010013024416448,-0.7657052407200301
272,272,272,09-29,1.8432667006965648,-0.5525780502198969,-0.8846086294637425
273,273,273,09-30,1.6767526354153053,-0.9454766676605642,-1.0845202022743228
274,274,274,10-01,1.5431987443289412,-1.260604035868297,-1.01316452746469
275,275,275,10-02,1.2887001520677641,-1.8611067313680167,-0.8214685068078317
276,276,276,10-03,1.8408754303628272,-0.5582203772297225,-0.846743531268836
277,277,277,10-04,2.183056977614712,0.24917482149950465,-0.5983241278084591
278,278,278,10-05,1.7789959669306872,-0.704228196985922,-0.5372870013837111
279,279,279,10-06,2.3084472700422043,0.5450397531016965,-0.0012296445274438221
280,280,280,10-07,1.6984073340706314,-0.8943812773198092,0.03535299574510998
281,281,281,10-08,2.651816524869102,1.3552374097695865,-0.06904273974344181
282,282,282,10-09,1.9338997966512843,-0.3387245355943997,0.04016143492068347
283,283,283,10-10,1.9175937123969224,-0.3771995914318061,-0.11302941121097965
284,284,284,10-11,2.0566863979246963,-0.04900314900117032,-0.13670748782126346
285,285,285,10-12,1.918905091664172,-0.3741053236882821,-0.4873519233910731
286,286,286,10-13,1.638197407854515,-1.0364497369815122,-0.5050305192274044
287,287,287,10-14,1.7601784099480358,-0.7486292036492715,-0.7157035565953915
288,288,288,10-15,1.888945682834128,-0.4447961106123874,-0.8241148378081107
289,289,289,10-16,1.3818826306048102,-1.641237815639728,-0.035744342658740776
290,290,290,10-17,1.7810121803669452,-0.6994708362774856,0.0755646866317028
291,291,291,10-18,3.92361730394288,4.356117647207937,0.041156378438870565
292,292,292,10-19,1.921240179912039,-0.3685955612388505,0.2900723366462126
293,293,293,10-20,1.6726830558443146,-0.9550790528062648,0.4211388922744241
294,294,294,10-21,2.5219029844068737,1.0486996386316652,0.5329226049371986
295,295,295,10-22,1.715165936240696,-0.8548384818704594,-0.1463239681758571
296,296,296,10-23,2.0652620036260707,-0.02876856030083856,-0.14801747454685302
297,297,297,10-24,2.1963914518259644,0.28063820852960303,0.011654791613877816
298,298,298,10-25,1.916933838002498,-0.37875659946482615,0.014321601655592263
299,299,299,10-26,2.07870654848401,0.0029545441581201857,0.27034678262395545
300,300,300,10-27,2.528684296862561,1.0647004988819515,0.1912763685966159
301,301,301,10-28,2.366200963675225,0.6813126039397196,0.2591289294093868
302,302,302,10-29,1.8641973701753891,-0.5031910444648756,0.35613391009780154
303,303,303,10-30,2.368930706063242,0.6877535734062283,0.10025683569409376
304,304,304,10-31,2.16360348207775,0.20327328466566208,0.14583510857364365
305,305,305,11-01,1.428048134634984,-1.5323079022641264,0.12420004778668813
306,306,306,11-02,2.6445832565755234,1.3381701361592508,0.17261956105546175
307,307,307,11-03,2.311186131385257,0.5515022392179865,0.15844935350969214
308,308,308,11-04,1.9873211935043047,-0.21267396485223372,0.02296230722692844
309,309,309,11-05,2.3328979165406643,0.6027323281316106,0.1952341927107479
310,310,310,11-06,1.8190795076776607,-0.6096489930309201,-0.16878974804112193
311,311,311,11-07,1.866110637971386,-0.4986765893612097,-0.051093561553453536
312,312,312,11-08,1.7189229939488402,-0.8459735083519682,0.011702559592384856
313,313,313,11-09,2.610470520948513,1.2576793581439971,-0.08739511993999402
314,314,314,11-10,2.1470026525636574,0.16410276202279656,0.1019895803705871
315,315,315,11-11,2.0809068417993366,0.008146250937337238,0.30046648498354595
316,316,316,11-12,2.3006574255060444,0.5266592088325667,0.6908427838863735
317,317,317,11-13,2.3708087170864447,0.6921848383165432,0.508243578257595
318,318,318,11-14,2.711593494189195,1.4962842850649969,0.4677599576304003
319,319,319,11-15,2.146147135270505,0.1620841243713262,0.4801908102630335
320,320,320,11-16,2.044058657109821,-0.07879896174037211,0.3547902115424448
321,321,321,11-17,2.1125167031969974,0.08273136673313665,0.31838533798704904
322,322,322,11-18,1.9817818292870413,-0.2257443834909657,0.12050864350064215
323,323,323,11-19,2.2782363858640085,0.4737555969841691,-0.014942951428467513
324,324,324,11-20,2.2084216626671602,0.30902411814655584,-0.04524941853698592
325,325,325,11-21,1.8017133085383583,-0.6506254452033319,0.06401744938809951
326,326,326,11-22,1.9669936919731448,-0.26063776439148245,0.3901495650898349
327,327,327,11-23,2.390366554091482,0.7383325742836492,0.2687813605923281
328,328,328,11-24,2.8110886579751035,1.7310483107194463,0.2477631222667149
329,329,329,11-25,1.9696145852823,-0.2544536300008714,0.3203746378331027
330,330,330,11-26,2.1549753207363165,0.1829146881928768,0.4385266798694966
331,331,331,11-27,1.986353896819663,-0.2149563518050049,0.2229732277986479
332,332,332,11-28,2.267437256304087,0.4482744878268807,-0.07808640664759765
333,333,333,11-29,1.84224528316113,-0.554988138141443,-0.07842587898697839
334,334,334,11-30,2.0455375249583847,-0.07530949595802686,-0.12044164585705652
335,335,335,12-01,1.9687513561930905,-0.2564904640371558,-0.20265120077618515
336,336,336,12-02,2.0481352988545463,-0.06917991302759194,-0.33213509319310835
337,337,337,12-03,1.7773068818357385,-0.7082136813197769,-0.16944948610622226
338,338,338,12-04,1.9381784344446933,-0.3286288666746585,1.2837569845959862
339,339,339,12-05,2.255931266205516,0.4211255043798733,1.2208036849609825
340,340,340,12-06,5.7408315227724325,8.643929328255224,1.1918861792574662
341,341,341,12-07,1.8086702149555287,-0.634210261847177,1.5014306586668331
342,342,342,12-08,1.9746022618000645,-0.2426849472486912,1.5793347961609108
343,343,343,12-09,2.564433749131603,1.149053195136426,1.4480219908461325
344,344,344,12-10,2.1362773952535026,0.1387959582898058,0.0404399905919437
345,345,345,12-11,1.922021783211436,-0.3667513275087968,0.05805144308405032
346,346,346,12-12,2.161553958410229,0.1984373267300924,0.32458441628432033
347,347,347,12-13,1.8534535929537168,-0.5285415468945373,0.4200574360004388
348,348,348,12-14,2.6523570860065417,1.3565128919529288,0.309407031299399
349,349,349,12-15,2.8072078378952443,1.7218913134331368,0.40873381163343975
350,350,350,12-16,1.854909410324376,-0.5251064699164332,0.36429817186354
351,351,351,12-17,2.174595428175469,0.22920935449544724,0.4925342064013217
352,352,352,12-18,2.0485605495304897,-0.06817651188930565,0.09672934100138816
353,353,353,12-19,2.179539292601035,0.2408746603321528,-0.08347166826540024
354,354,354,12-20,1.6458825258490872,-1.0183163004466724,-0.13352940357008627
355,355,355,12-21,2.348982718912786,0.6406852578324066,-0.3587723357506877
356,356,356,12-22,1.7276198251588306,-0.8254528817445493,-0.5079169528810384
357,357,357,12-23,1.6018352099149376,-1.1222482385881614,-0.5497754561039213
358,358,358,12-24,1.669307346631011,-0.9630442146714102,-0.2440276793265667
359,359,359,12-25,2.0730991694420347,-0.01027635900514493,-0.3659793471374113
360,360,360,12-26,2.4233549271551458,0.8161703602174555,-0.4622806986122186
361,361,361,12-27,2.0388772554633507,-0.0910247490326607,-0.4527187709174363
362,362,362,12-28,1.482739408466026,-1.4032609905933937,-0.3897787671196189
363,363,363,12-29,1.6261498098912142,-1.0648766724194676,
364,364,364,12-30,1.8293546784764867,-0.5854041918845052,
365,365,365,12-31,,,
