,unnamed: 0,unnamed: 0,mth_day,boring,boring_norm,boring_ravg
43,43,43,02-13,13.773950443135135,-1.1070584711981837,-0.6687196078207284
44,44,44,02-14,15.639328978638293,0.12009264127244515,-0.6311333843303711
45,45,45,02-15,13.930997092516007,-1.0037443358473452,-0.856066558554441
46,46,46,02-16,14.162570188381649,-0.8514025045240112,-0.9081132112185729
47,47,47,02-17,13.298573384500608,-1.4197882872883112,-0.7261841203652138
48,48,48,02-18,13.652769217667133,-1.1867783097260256,-0.7540139733003005
49,49,49,02-19,15.433240571038999,-0.01548392607802976,-0.5976561156728415
50,50,50,02-20,15.385505909333634,-0.04688647633807478,-0.04697438493834105
51,51,51,02-21,15.357063964858927,-0.06559719008259121,0.17740947887461936
52,52,52,02-22,19.185080635384747,2.4526878798829914,0.34024679831762566
53,53,53,02-23,15.345073635446573,-0.07348510441054874,0.5761481202403737
54,54,54,02-24,15.137932230018434,-0.2097543930679876,0.720698286675392
55,55,55,02-25,17.58478616932593,1.399924005458458,0.7433042744632482
56,56,56,02-26,16.70388035416508,0.8204145222720359,0.30223331744448484
57,57,57,02-27,15.563242603975745,0.07003873664454599,0.19239607015866234
58,58,58,02-28,15.162278777510064,-0.19373786222958905,0.17580328849437765
59,59,59,02-29,14.343299486833903,-0.7325085881254837,-0.35222987542247514
60,60,60,03-01,14.986597230866465,-0.30931108305369565,-0.7522824147023012
61,61,61,03-02,12.768842704851124,-1.7682749780426588,-0.8675054527307814
62,62,62,03-03,13.055188295318173,-1.5799007134069205,-0.8862350886641485
63,63,63,03-04,14.512347177571106,-0.6212994915263358,-0.9152428369519509
64,64,64,03-05,14.991454530229467,-0.3061156778297903,-0.9399855777089923
65,65,65,03-06,14.0787333850582,-0.9065550778522984,-1.0053478925511998
66,66,66,03-07,14.760930267529988,-0.45776752759594397,-0.9755760670205743
67,67,67,03-08,12.172703608866534,-2.160448867095905,-1.1988890280085918
68,68,68,03-09,13.3267231881763,-1.4012697602231676,-1.1697928355184333
69,69,69,03-10,12.475614130303438,-1.9611772574544404,-1.0927892603464953
70,70,70,03-11,15.256827290199034,-0.13153852288883985,-1.2635599599203733
71,71,71,03-12,14.7810469705149,-0.4445336268206699,-1.1254363998029373
72,72,72,03-13,13.203410606385912,-1.4823917250392122,-1.0697486484430867
73,73,73,03-14,13.43246398395976,-1.3317075063912902,-0.9942998478809709
74,74,74,03-15,13.834625116576767,-1.0671432520640631,-0.9909028180495425
75,75,75,03-16,13.163747343896064,-1.5084844540817446,-1.4008557637601113
76,76,76,03-17,15.287810010098553,-0.11115634390026913,-1.2198769766576714
77,77,77,03-18,11.042057936205122,-2.904251301084084,-1.023992977053469
78,78,78,03-19,14.854033458347194,-0.39651900242457294,-0.737325526678501
79,79,79,03-20,15.219030306217489,-0.1564035087660761,-0.26772308256248045
80,80,80,03-21,16.449184823149242,0.6528614501857442,-0.1285173420178931
81,81,81,03-22,17.44677154803121,1.3091302106143792,0.49778704128109635
82,82,82,03-23,16.557440446603948,0.7240780993672549,0.6062541564479007
83,83,83,03-24,16.75428721958333,0.8535749987098532,0.8138075536232298
84,84,84,03-25,15.843311272875265,0.2542836885762529,0.6885986932191811
85,85,85,03-26,17.112027744562983,1.0889168742858983,0.42609983042994815
86,86,86,03-27,15.307213382408133,-0.09839171223854737,0.34435746984826127
87,87,87,03-28,15.052642222319125,-0.2658629661210185,0.21928534230609462
88,88,88,03-29,15.811906616315772,0.2336239358771338,0.1865687057279712
89,89,89,03-30,15.6135628553093,0.10314223345685304,-0.0299147432262174
90,90,90,03-31,15.544918136089597,0.057983869107512624,-0.26067193636237324
91,91,91,04-01,15.137583481584725,-0.20998381943923325,-0.36982221071968574
92,92,92,04-02,13.202584976265795,-1.4829348710554826,-0.53654059992497
93,93,93,04-03,14.057133632408846,-0.9207646122648936,-0.6197908482604052
94,94,94,04-04,14.291346182298438,-0.7666863993545723,-0.49628379565535563
95,95,95,04-05,14.854276286236765,-0.3963592565557579,-0.5889760036923856
96,96,96,04-06,16.671368184032982,0.7990261847378101,-0.28435810968951664
97,97,97,04-07,14.29218121519608,-0.7661370676614128,-0.24366778756354845
98,98,98,04-08,15.980862281621187,0.3447724929617309,-0.2558766617547436
99,99,99,04-09,14.428251024839875,-0.6766226795090845,-0.3658746537825493
100,100,100,04-10,14.179994752336096,-0.8399396445017432,-0.5938106767102829
101,101,101,04-11,13.851036060031806,-1.0563472087225922,-0.5349265563618427
102,102,102,04-12,14.592470351566432,-0.5685899528285915,-0.7831445727911023
103,103,103,04-13,14.829235729821365,-0.4128323455707714,-0.6235510678746526
104,104,104,04-14,13.716981874716241,-1.1445356056138265,-0.47969859613487076
105,105,105,04-15,15.883828722410462,0.28093834998961303,-0.3276725148684885
106,106,106,04-16,15.492005850246679,0.0231751859369481,-0.14526634607649394
107,107,107,04-17,15.237594826669874,-0.14419072112429865,-0.15073649803801517
108,108,108,04-18,16.256111684162768,0.5258470599233757,-0.027209802312534448
109,109,109,04-19,14.779345032817867,-0.4456532573398989,-0.18382008928769547
110,110,110,04-20,14.84361107837166,-0.40337543126094216,-0.11708152420294303
111,111,111,04-21,14.455459560078234,-0.6587233718613531,-0.2130298512175318
112,112,112,04-22,16.10069708085838,0.4236065764454629,-0.4579267830235217
113,113,113,04-23,14.362495022359171,-0.719880683211831,-0.39069130200532404
114,114,114,04-24,14.022521336442294,-0.9435345309125636,-0.3727413949522795
115,115,115,04-25,15.392568401192124,-0.042240371230712934,-0.26237718695656637
116,116,116,04-26,15.007323783306331,-0.29567598894267433,-0.3812808421707321
117,117,117,04-27,15.462039870803919,0.0034618761129253904,-0.25114937928197106
118,118,118,04-28,15.016232466963416,-0.2898153548395316,-0.07918147014645986
119,119,119,04-29,15.549363217479506,0.060908094120735126,0.04314657145426377
120,120,120,04-30,15.5909601859214,0.08827292390050374,-0.050686800413101064
121,121,121,05-01,16.50826524132805,0.6917278783736288,0.026577317728986385
122,122,122,05-02,14.1515134954786,-0.8586762201468634,0.10704409137426946
123,123,123,05-03,16.166729746804563,0.4670465849654501,0.1471243053472261
124,124,124,05-04,15.75013226554765,0.19298528703216689,0.2585813368582465
125,125,125,05-05,15.914916098866716,0.3013893779584749,0.22846790462563824
126,126,126,05-06,16.607507628687294,0.7570151129666264,0.3977699871247391
127,127,127,05-07,16.233614713551027,0.5110472849779787,0.2830453235181833
128,128,128,05-08,15.695638587329665,0.15713627484774184,0.22804471726495248
129,129,129,05-09,15.120379760353591,-0.2213013966738848,0.22193218546485413
130,130,130,05-10,15.248497466205563,-0.13701835048721775,0.1354303422314473
131,131,131,05-11,15.859166555872646,0.2647141871578846,0.08171899014897079
132,132,132,05-12,15.818564783706165,0.2380040535661853,0.1368003900819145
133,133,133,05-13,15.743738598363613,0.18877917248311968,0.24035779865479942
134,134,134,05-14,16.198010268027648,0.4876246744454042,0.39878790222149535
135,135,135,05-15,16.06487843788943,0.4000430547634247,0.7744111695370929
136,136,136,05-16,16.693464324325554,0.8135622709129579,0.9605429191261957
137,137,137,05-17,19.285050653595864,2.5184537910514693,1.2230933037294347
138,138,138,05-18,17.516185395857814,1.3547945511008026,1.4611546435028122
139,139,139,05-19,18.138337830438395,1.7640814801025533,1.8189647858439055
140,140,140,05-20,18.369256378634148,1.9159927130856689,1.813811185189515
141,141,141,05-21,19.32829735602717,2.546903908809984,1.4073804220929735
142,142,142,05-22,16.646460743705887,0.7826406669866147,1.3100536710791646
143,143,143,05-23,15.578185799166924,0.07986921247222009,0.9653033247488502
144,144,144,05-24,16.628513631102287,0.7708340450179493,0.7649180643741914
145,145,145,05-25,14.994031202102564,-0.30442059787933284,0.2912595534144935
146,146,146,05-26,16.54163616266154,0.7136811508377162,0.4465332915850147
147,147,147,05-27,15.0082796637134,-0.2950471569482033,0.4758497207697378
148,148,148,05-28,18.06263986965307,1.714283096009742,0.5097126346305334
149,149,149,05-29,15.845567234996851,0.25576778758055857,0.695206055744313
150,150,150,05-30,16.93736142673364,0.9740115281827229,0.6227469485708511
151,151,151,05-31,16.685829918852573,0.8085399288033454,0.570835344428667
152,152,152,06-01,15.880770543833359,0.2789265077969446,0.29829880713753926
153,153,153,06-02,14.534818207534256,-0.6065167818013072,0.17303872931922373
154,154,154,06-03,15.576961610617662,0.07906387226297525,0.21985852295091704
155,155,155,06-04,14.703128664180655,-0.4957926793293345,0.3526644938039806
156,156,156,06-05,17.364382861289062,1.2549302899728825,0.41589705290863793
157,157,157,06-06,17.897091049931372,1.6053757539217266,0.6242393298849319
158,158,158,06-07,16.457485134074595,0.6583218624248889,0.8807319840713643
159,159,159,06-08,16.435010649491893,0.6435368800564564,1.1959109445759692
160,160,160,06-09,17.91631111747829,1.6180197973815702,1.1408459605628487
161,161,161,06-10,17.577728516437528,1.3952810836982945,0.9446685091521276
162,162,162,06-11,16.86216090251612,0.9245403858941608,0.9194097718825476
163,163,163,06-12,16.107848291028528,0.4283110454573997,0.9893867417026021
164,164,164,06-13,16.227112007939898,0.5067694388074081,0.9137025533425613
165,165,165,06-14,17.073237854709078,1.0633986989767836,0.8109065437913693
166,166,166,06-15,17.226031041899525,1.1639146672213256,0.8028306673298534
167,167,167,06-16,16.640174203182106,0.7785050263911422,0.8507787420996863
168,168,168,06-17,16.788504611353947,0.8760851271250656,0.8420783268032421
169,169,169,06-18,16.545160250014288,0.7159994940763968,0.8361112416616923
170,170,170,06-19,16.14775959023508,0.454566947028743,0.9698539514165908
171,171,171,06-20,17.018814862645012,1.027596188127484,1.0324020332026194
172,172,172,06-21,18.445835730278297,1.966370925750717,1.0215717389617078
173,173,173,06-22,17.210645996011188,1.1537935171073133,1.120711044261963
174,174,174,06-23,16.689726564193126,0.8111033616795975,1.1116500977903172
175,175,175,06-24,17.44936347447031,1.3108353258779275,1.167745656272636
176,176,176,06-25,16.065118936344348,0.4002012681988682,0.9934534185733247
177,177,177,06-26,17.530436209029848,1.364169539021396,0.9706549179498655
178,178,178,06-27,16.856197767332358,0.9206174995548488,1.1731499525663267
179,179,179,06-28,17.002711537381874,1.0170025133665583,1.213566955815518
180,180,180,06-29,18.536589044034084,2.0260735693783656,1.299500466157073
181,181,181,06-30,17.817988053289852,1.5533373453730757,1.0671810639954293
182,182,182,07-01,16.848878282895466,0.9158023302481988,0.9842367715757292
183,183,183,07-02,15.411559625196116,-0.029746873948465636,0.8808117271558302
184,184,184,07-03,16.09970167903544,0.42295174503664784,0.5552532900969066
185,185,185,07-04,16.059420091363034,0.3964522468471636,0.5274175017720474
186,186,186,07-05,15.56732284183501,0.07272294702482318,0.38583391663157524
187,187,187,07-06,17.564110850071767,1.3863226154239212,0.18210914446682833
188,188,188,07-07,15.557560638230367,0.0663008194053658,0.07459519841665299
189,189,189,07-08,13.55348128447105,-1.2520955069369473,0.22051330498213242
190,190,190,07-09,15.119117274110124,-0.2221319312644041,0.3459148368496066
191,191,191,07-10,17.390270878176903,1.2719608862400402,0.21200213788382796
192,192,192,07-11,16.711051548858777,0.8251321382296681,0.4974496129318052
193,193,193,07-12,16.342755769624628,0.582846421629249,0.6958832673096463
194,194,194,07-13,18.160993520572227,1.778985669693229,0.5249470202187593
195,195,195,07-14,15.363301815143814,-0.06149358066989955,0.16735263228530758
196,196,196,07-15,13.560087731509585,-1.2477494138097267,0.09198915705223205
197,197,197,07-16,14.128819755057386,-0.8736054413606698,0.1689354933316559
198,198,198,07-17,16.02369654767557,0.3729512868312149,-0.13752662589251094
199,199,199,07-18,17.04454730592011,1.044524439305792,-0.17644310978037794
200,200,200,07-19,15.3658958997358,-0.05978704565177195,0.12226078678528672
201,201,201,07-20,15.008362771448398,-0.2949924839971017,0.24358125581232803
202,202,202,07-21,16.28442623291684,0.5444739655842613,0.1135740241737442
203,203,203,07-22,15.235326997109704,-0.14568262719842173,-0.11100015515927758
204,204,204,07-23,14.837961407670448,-0.4070921030002881,0.03238511113878162
205,205,205,07-24,14.996311276148761,-0.3029206366923387,-0.002364957827496563
206,206,206,07-25,16.673645835379716,0.8005245521365832,-0.18456250106687203
207,207,207,07-26,14.691423649127385,-0.5034928977947708,-0.23176097434415585
208,208,208,07-27,14.622687676387072,-0.5487112938519914,-0.06499982079885792
209,209,209,07-28,14.804851802660144,-0.4288734668621246,0.19171521629515662
210,210,210,07-29,16.358911875227097,0.5934748182714994,-0.08692764132448878
211,211,211,07-30,17.337689033474632,1.2373695858717484,-0.23729366043351774
212,212,212,07-31,14.132274685276684,-0.8713325935812891,-0.25396122075393823
213,213,213,08-01,13.320005532818973,-1.4056890124489445,-0.14758810148136883
214,214,214,08-02,14.47067065609532,-0.6487166557745143,-0.22391828627663365
215,215,215,08-03,15.775031260246632,0.2093652487732917,-0.2053572828365584
216,216,216,08-04,15.662739968371651,0.13549370949991066,-0.02571294214353161
217,217,217,08-05,17.506975262673294,1.3487356065121998,0.36648230470011106
218,218,218,08-06,15.770726675816242,0.2065334505768716,0.5696761838332066
219,219,219,08-07,16.89703490314114,0.9474824686129112,0.5604549537396509
220,220,220,08-08,16.3239069698402,0.5704466190240586,0.40453066026341933
221,221,221,08-09,15.690928734424087,0.15403786821195772,0.07766244219974594
222,222,222,08-10,14.240627431822809,-0.8000520513574787,-0.08462783274355679
223,223,223,08-11,14.525763160669507,-0.6124737018698405,-0.11736418287949207
224,224,224,08-12,14.290553000429275,-0.7672081990829447,-0.1413706022453918
225,225,225,08-13,16.598461968217034,0.7510643677972995,-0.11006208016253961
226,226,226,08-14,16.104955649447653,0.4264081028286601,0.21102846420715968
227,227,227,08-15,15.976479117640205,0.34188900070907097,0.08294612381292694
228,228,228,08-16,17.169144074965715,1.1264912148607171,0.15934784335015276
229,229,229,08-17,13.357584053204635,-1.3809677442352368,-0.21816023177274932
230,230,230,08-18,14.98737734220088,-0.3087978818595898,-0.2904218227183101
231,231,231,08-19,13.155387420231097,-1.513984082940113,-0.1365422939801966
232,232,232,08-20,15.445891483732446,-0.0071614428447044545,-0.21831400375393417
233,233,233,08-21,17.379942311591172,1.2651661731377517,0.09264193113116372
234,234,234,08-22,16.423342564426928,0.6358609562182916,0.22766514716212935
235,235,235,08-23,16.19366766439492,0.4847678650753505,0.4985053781711031
236,236,236,08-24,16.218860929279312,0.5013414143262038,0.6848614258714121
237,237,237,08-25,15.625594463230204,0.11105730311372916,0.5141940373119299
238,238,238,08-26,17.14555781402563,1.1109748433571491,0.4996907343124141
239,239,239,08-27,15.823364901878614,0.2411618417808593,0.46441323227884107
240,240,240,08-28,16.291064722679828,0.5488411382211965,0.631334979087374
241,241,241,08-29,15.871918071809983,0.2731028528739127,0.7497028800258448
242,242,242,08-30,17.74127609286145,1.502871895177401,0.5692571864500485
243,243,243,08-31,16.705172713012246,0.8212647087445548,0.5106095203016131
244,244,244,09-01,15.499797058729927,0.028300681902371026,0.3589504730955239
245,245,245,09-02,15.28846697539396,-0.11072415510975303,0.40495601541303855
246,246,246,09-03,14.907853502000412,-0.3611131450153389,0.2654001010952307
247,247,247,09-04,16.291513101050498,0.5491361067790005,0.3565063432799385
248,248,248,09-05,16.46845188518823,0.6655364092705539,0.3577307310539486
249,249,249,09-06,17.53611012680581,1.367902161852802,0.6665947239369808
250,250,250,09-07,15.510964126825588,0.03564700854643168,0.5636618789078146
251,251,251,09-08,18.10547096223229,1.74245980218844,0.3879200313908208
252,252,252,09-09,13.969051176364546,-0.978710215190336,0.5120039536301086
253,253,253,09-10,14.688653925111566,-0.5053149783229621,0.34950969973447626
254,254,254,09-11,17.60016329119529,1.4100399427062809,0.05728301478454573
255,255,255,09-12,16.054076054819742,0.39293663847900784,-0.3768925420292755
256,256,256,09-13,12.845701242406905,-1.7177131011531517,-0.30880755367064333
257,257,257,09-14,14.145558823832044,-0.8625935386944875,-0.3726233782443806
258,258,258,09-15,14.590022503775769,-0.5702002850385428,-0.6172034239210131
259,259,259,09-16,14.106619643389154,-0.8882099257653855,-0.5914747753814799
260,260,260,09-17,15.369463113615527,-0.057440331353514784,-0.18622181006916783
261,261,261,09-18,16.28873502181456,0.547308529716207,0.24956005026982608
262,262,262,09-19,16.541823954241313,0.7138046907207207,0.6514248753816093
263,263,263,09-20,18.1201213052271,1.7520976233394758,0.9469832866862214
264,264,264,09-21,18.25524357387536,1.8409886656321568,1.0758064190138754
265,265,265,09-22,16.802269645246113,0.8851405420622873,0.9561400376293082
266,266,266,09-23,16.544398637749065,0.7154984626124091,0.4143014832092535
267,267,267,09-24,15.197313939336672,-0.1706897585911962,-0.17260603279404543
268,268,268,09-25,11.599967981402006,-2.537226635799608,-0.6266170659766619
269,269,269,09-26,12.767212417874891,-1.7693474726803176,-0.7798127643687515
270,270,270,09-27,14.11442133491544,-0.8830775334635418,-1.1651727285424782
271,271,271,09-28,15.405043347972839,-0.03403364829024928,-1.175861298921542
272,272,272,09-29,13.029710682988446,-1.5966613224299524,-0.9048190503401665
273,273,273,09-30,15.09982848921874,-0.2348211808655783,-0.988158098757623
274,274,274,10-01,14.072017532171461,-0.9109731443113552,-1.0331058664612593
275,275,275,10-02,12.007115944796547,-2.2693817631850566,-1.2276903288586098
276,276,276,10-03,13.70447377308172,-1.1527641396853607,-1.097162674620451
277,277,277,10-04,13.630329496631436,-1.2015404226743525,-1.409583360799654
278,278,278,10-05,14.220192354061046,-0.8134953970009989,-1.3993055297136407
279,279,279,10-06,12.250385566712476,-2.1093452979407967,-1.1161184951965188
280,280,280,10-07,14.165756821348864,-0.8493061577952751,-1.0111597477471856
281,281,281,10-08,14.58993240653206,-0.5702595560823257,-0.7920697460672228
282,282,282,10-09,14.66175340693758,-0.5230116549893621,-0.5733196446321266
283,283,283,10-10,15.628546907628252,0.11299958740542372,-0.21788324603224832
284,284,284,10-11,16.215309693936007,0.4990052116095779,-0.031175856315863965
285,285,285,10-12,15.492154678667513,0.023273093658473288,-0.13325518493309244
286,286,286,10-13,15.868627577806427,0.27093818050303103,-0.01266549737185868
287,287,287,10-14,13.658914604798815,-1.1827355277856964,0.06178247189612444
288,288,288,10-15,15.76159553311326,0.2005264703780404,0.008396585562573703
289,289,289,10-16,16.30755200719435,0.5596874030133224,-0.18899593814126156
290,290,290,10-17,15.728401999585689,0.17868989360827342,-0.06990094397024825
291,291,291,10-18,13.69182981381231,-1.1610820485645383,0.1605406483084585
292,292,292,10-19,16.954837304814927,0.9855081455291108,0.518355390720334
293,293,293,10-20,15.760664563164234,0.19991402588654408,0.5775334460280094
294,294,294,10-21,19.025056406344614,2.3474149248492937,0.42067057343450726
295,295,295,10-22,16.847287365074646,0.9147557348593748,0.7126731761216728
296,296,296,10-23,14.297729121992765,-0.762487341952739,0.676572735975499
297,297,297,10-24,16.355048948742112,0.5909335675584548,0.7732572641334386
298,298,298,10-25,16.625582078690513,0.7689055046520687,0.513868210346958
299,299,299,10-26,16.642478913695026,0.7800211948341813,0.417130960597049
300,300,300,10-27,16.65929019372087,0.7910806021304093,0.5899412852695906
301,301,301,10-28,15.964992165567631,0.33433223635992115,0.5796549256229827
302,302,302,10-29,15.873851249487664,0.2743746060825101,0.5706850901554216
303,303,303,10-30,16.261231874553342,0.5292154096788076,0.3637758157603182
304,304,304,10-31,16.543772405644646,0.7150864918467027,0.3503140568250213
305,305,305,11-01,14.755356217895505,-0.4614344515364388,0.3965616780908335
306,306,306,11-02,16.53651178813007,0.7103100485186274,0.4104561865175896
307,307,307,11-03,16.38679508364659,0.6118179639547946,0.6004777252015273
308,308,308,11-04,16.000576560741912,0.35774165664304713,0.6372156196381807
309,309,309,11-05,17.99432943332421,1.6693446417824338,0.8406423093977778
310,310,310,11-06,16.878841554139694,0.9355138584666228,0.783179295944669
311,311,311,11-07,16.61071588845162,0.7591256870211432,0.7920041459081911
312,312,312,11-08,16.012418524677198,0.3655319677999745,0.9322954142591141
313,313,313,11-09,16.467282411737006,0.6647670637359269,0.4644574321125196
314,314,314,11-10,17.280107588539053,1.1994892667485857,0.5800885451504684
315,315,315,11-11,13.727398061364484,-1.137683251097133,0.9692086918325092
316,316,316,11-12,17.93345884180071,1.6293005366943156,1.0274671922502072
317,317,317,11-13,20.159698708788145,3.093846567113389,0.958803636708312
318,318,318,11-14,16.543767052590674,0.7150829703061621,0.7969581267489126
319,319,319,11-15,15.841034243711588,0.2527857304845561,0.7418949771460523
320,320,320,11-16,15.803990406501045,0.2284162069921892,0.5350124217250006
321,321,321,11-17,13.225192833389356,-1.468062148714295,0.20358177320438262
322,322,322,11-18,16.046579837263888,0.3880052041680052,0.3684255383401817
323,323,323,11-19,17.136874812975314,1.1052626759896804,0.262060910473205
324,324,324,11-20,18.0472299174538,1.7041455611209568,0.13433663928730682
325,325,325,11-21,14.870932232263074,-0.3854020367173041,0.41533154985422227
326,326,326,11-22,14.639077080774038,-0.5379294201231999,0.4418918407963603
327,327,327,11-23,15.788015958090872,0.21790731468719726,0.37164996269518413
328,328,328,11-24,16.288823825555273,0.5473669498208333,0.22324388371556925
329,329,329,11-25,16.496231503254975,0.6838114073826237,0.5145568314306961
330,330,330,11-26,16.693687498169787,0.8137090872432674,0.5425055574562037
331,331,331,11-27,17.527861346826178,1.3624756495734571,0.64286840727751
332,332,332,11-28,14.893984335925412,-0.3702370639701544,0.722982061077874
333,333,333,11-29,16.70337855972681,0.8200844136150358,0.7465476908605639
334,334,334,11-30,17.019502983229955,1.0280488726230173,0.45573645256696044
335,335,335,12-01,16.711162588068518,0.8252051860787633,0.36213958466243357
336,336,336,12-02,14.041334240531526,-0.9311583425183536,0.36428142315332934
337,337,337,12-03,16.67420810100259,0.8008944421462959,0.05933258679790976
338,338,338,12-04,14.913519042809494,-0.3573860330247797,-0.1335040620129064
339,339,339,12-05,13.922082883994715,-1.0096086045174817,-0.39907961480579734
340,340,340,12-06,15.260730121952038,-0.12897102024187962,-0.4276428767393599
341,341,341,12-07,14.288972212165156,-0.7682481306785827,-0.5471306189322841
342,342,342,12-08,13.780822090853965,-1.102537914119729,-0.6076097552315548
343,343,343,12-09,15.584416303020985,0.08396798898875114,-0.5724651252305137
344,344,344,12-10,14.361917133874435,-0.7202608508204041,-0.45794905288824644
345,345,345,12-11,14.242620612930908,-0.7987408245112353,-0.45594158192756246
346,346,346,12-12,16.30517764506426,0.5581254138117241,-0.24350367565991451
347,347,347,12-13,14.307281415665773,-0.7562033049144781,-0.2499377830992827
348,348,348,12-14,15.718368851567444,0.1720895234861586,-0.2632385687171426
349,349,349,12-15,15.525733819060125,0.0453633443525422,0.1548165989400955
350,350,350,12-16,14.240606890605704,-0.8000655645275636,0.020969076028207356
351,351,351,12-17,18.055506223248035,1.7095901814321932,0.10442099574483876
352,352,352,12-18,15.084417004914105,-0.2449597236596049,0.037231296678133255
353,353,353,12-19,15.068407335060625,-0.2554917866146896,0.04536930257702285
354,354,354,12-20,15.105563038955117,-0.2310486709140744,0.0598429332391231
355,355,355,12-21,15.599956763755289,0.09419137974587977,-0.1450449941993194
356,356,356,12-22,14.372614104844505,-0.7132237805549622,-0.2445305390913479
357,357,357,12-23,16.18681928741699,0.4802626168015381,-0.5084552563922164
358,358,358,12-24,14.177055891118753,-0.8418729930117756,-0.5854037654979768
359,359,359,12-25,12.661273457388836,-1.839040090419901,-0.7360180963076511
360,360,360,12-26,14.403751685327105,-0.6927397255486363,-0.8739104905793842
361,361,361,12-27,14.226273912590065,-0.8094946051121669,-1.3123670095505917
362,362,362,12-28,13.114962085286304,-1.5405781461853605,-1.2884727955962287
363,363,363,12-29,12.18786249589194,-2.150476497025706,
364,364,364,12-30,14.39498383844442,-0.6985077092855979,
365,365,365,12-31,,,
